,Site,Date,pH,Dissolved Oxygen,Nitrite,Nitrate,Ammonia,Phosphate,Surface Temp,Middle Temp,Bottom Temp,WQI,Water Quality
0,TANAUAN,2013-01-01,8.52,0.98,0.02,0.206,0.83,2.466,26.28,26.28,26.28,5.86,Very Poor
1,TALISAY,2013-01-01,8.63,5.66,0.02,0.186,0,2.708,26.35,26.35,26.35,6.95,Very Poor
2,AYA,2013-02-01,8.62,4.44,0.07,0.194,0.56,2.626,26.53,26.53,26.53,6.76,Very Poor
3,TUMAWAY,2013-02-01,8.64,5.8,0.07,0.2259999999999999,0.53,2.53,26.55,26.55,26.55,7.09,Very Poor
4,SAMPALOC,2013-02-01,8.77,6.51,0.07,0.256,0.53,2.524,26.98,26.98,26.98,7.35,Very Poor
5,BERINAYAN,2013-02-01,8.8,5.99,0,0.2279999999999999,0.48,2.654,26.98,26.98,26.98,7.22,Very Poor
6,BALAKILONG,2013-02-01,8.78,6.74,0.03,0.25,0.48,2.524,27.05,27.05,27.05,7.41,Very Poor
7,BUSO-BUSO,2013-02-01,8.72,6.55,0.07,0.25,0.47,2.524,26.99,26.99,26.99,7.35,Very Poor
8,BAÑAGA,2013-02-01,8.72,6.2,0.01,0.2279999999999999,0.47,2.654,26.95,26.95,26.95,7.26,Very Poor
9,BILIBINWANG,2013-02-01,8.98,6.59,0,0.254,0.37,2.7,26.96,26.96,26.96,7.39,Very Poor
10,SUBIC-ILAYA,2013-02-01,9.09,7.83,0.01,0.2219999999999999,0.47,2.482,27.04,27.04,27.04,7.72,Very Poor
11,SAN NICOLAS,2013-02-01,8.78,7.39,0,0.18,0,2.506,26.77,26.77,26.77,7.45,Very Poor
12,MATAAS NA KAHOY,2013-02-01,8.87,6.95,0.01,0.1339999999999999,0.47,2.556,26.41,26.41,26.41,7.37,Very Poor
13,TANAUAN,2013-02-01,8.68,9.37,0,0.074,0.43,2.478,26.32,26.32,26.32,7.91,Very Poor
14,AYA,2013-03-01,8.5,7.47,0,0.028,0,2.5460000000000003,29,29,29,7.75,Very Poor
15,TUMAWAY,2013-03-01,9,7.39,0,0.122,0,2.544,29,29,29,7.81,Very Poor
16,SAMPALOC,2013-03-01,8.5,7.9,0,0.036,0.01,2.398,29.5,29.5,29.5,7.92,Very Poor
17,BERINAYAN,2013-03-01,8.5,8.38,0,0.006,0.03,2.574,29.5,29.5,29.5,8.06,Very Poor
18,BALAKILONG,2013-03-01,8.25,7.37,0,0.124,0.03,2.51,28.5,28.5,28.5,7.62,Very Poor
19,BUSO-BUSO,2013-03-01,8.5,7.69,0,0.05,0,2.508,29,29,29,7.8,Very Poor
20,BAÑAGA,2013-03-01,8.5,8.18,0.01,0.028,0.02,2.574,29,29,29,7.93,Very Poor
21,BILIBINWANG,2013-03-01,8.5,8.61,0,0.084,0,2.414,29.5,29.5,29.5,8.1,Very Poor
22,SUBIC-ILAYA,2013-03-01,8.75,8.14,0,0.032,0.01,2.502,29.5,29.5,29.5,8.03,Very Poor
23,SAN NICOLAS,2013-03-01,8.75,9.16,0,0.036,0.01,2.408,29.5,29.5,29.5,8.27,Very Poor
24,MATAAS NA KAHOY,2013-03-01,8.5,8.55,0,0.152,0,2.522,28.5,28.5,28.5,7.95,Very Poor
25,TANAUAN,2013-03-01,8.5,9.32,0,0.054,0,2.408,30,30,30,8.35,Very Poor
26,AYA,2013-04-01,8,2.46,0.01,0.06,0.01,2.556,29.5,27,26.5,6.23,Very Poor
27,TUMAWAY,2013-04-01,8,2.93,0.01,0.042,0.02,2.412,29,26.75,26.35,6.29,Very Poor
28,SAMPALOC,2013-04-01,8.17,6.79,0,0.176,0.01,2.572,31.05,27,26.5,7.43,Very Poor
29,BERINAYAN,2013-04-01,8.17,5.69,0,0.124,0.1,2.56,31.05,27,27,7.18,Very Poor
30,BALAKILONG,2013-04-01,8.17,7.63,0,1.2499999999999998,0.05,2.334,32,28,27.5,7.87,Very Poor
31,BUSO-BUSO,2013-04-01,8.17,7.31,0,0.094,0.01,2.6100000000000003,31.5,28,27,7.65,Very Poor
32,BAÑAGA,2013-04-01,8.33,6.41,0,0.048,0.01,2.452,30.5,30,27,7.48,Very Poor
33,BILIBINWANG,2013-04-01,8.17,6.66,0.01,0.124,0.01,2.592,31,27,26.5,7.39,Very Poor
34,SUBIC-ILAYA,2013-04-01,8.17,7.91,0.01,0.122,0.01,2.5620000000000003,32,27,27,7.77,Very Poor
35,SAN NICOLAS,2013-04-01,8.25,8.09,0.01,0.122,0.01,2.5620000000000003,32,27,27,7.83,Very Poor
36,MATAAS NA KAHOY,2013-04-01,8.25,6.73,0.01,0.084,0.04,2.47,31,27,27,7.43,Very Poor
37,TANAUAN,2013-04-01,8.17,6.03,0.01,0.1359999999999999,0.01,2.478,30.5,27,27,7.22,Very Poor
38,AYA,2013-05-01,8.25,7.7,0,0.016,0,2.55,29.5,29.5,29.5,7.84,Very Poor
39,TUMAWAY,2013-05-01,8.25,7.4,0.01,0.094,0,2.5539999999999994,29.5,29.5,29.5,7.78,Very Poor
40,SAMPALOC,2013-05-01,8.5,7.8,0.03,0.064,0,2.364,31,31,31,8.12,Very Poor
41,BERINAYAN,2013-05-01,9,7,0.03,0.052,0,2.168,33,33,33,8.28,Very Poor
42,BALAKILONG,2013-05-01,8.75,7.5,0.03,0.052,0,2.39,31.5,31.5,31.5,8.16,Very Poor
43,BUSO-BUSO,2013-05-01,8.25,7.2,0.01,0.064,0,2.428,31,31,31,7.94,Very Poor
44,BAÑAGA,2013-05-01,8.25,6.7,0.01,0.052,0,2.432,31,31,31,7.81,Very Poor
45,BILIBINWANG,2013-05-01,8.5,6.8,0.01,0.056,0,2.416,31,31,31,7.87,Very Poor
46,SUBIC-ILAYA,2013-05-01,8.75,7.1,0.01,0.074,0,2.378,31.5,31.5,31.5,8.06,Very Poor
47,SAN NICOLAS,2013-05-01,8.75,7.8,0,0.09,0,2.262,32,32,32,8.3,Very Poor
48,MATAAS NA KAHOY,2013-05-01,8.5,7.5,0.02,0.094,0,2.42,31,31,31,8.05,Very Poor
49,TANAUAN,2013-05-01,8.25,7.7,0,0.06,0,2.358,30,30,30,7.9,Very Poor
50,AYA,2013-06-01,8.7,5.44,0.02,0.068,0.06,2.408,31,31,31,7.57,Very Poor
51,TUMAWAY,2013-06-01,8.7,5.73,0.03,0.068,0.07,2.408,31,31,31,7.65,Very Poor
52,SAMPALOC,2013-06-01,8.6,3.31,0.02,0.014,0.08,2.5520000000000005,31,31,31,7.04,Very Poor
53,BERINAYAN,2013-06-01,8.6,4.4,0.03,0.042,0.08,2.5620000000000003,31,31,31,7.32,Very Poor
54,BALAKILONG,2013-06-01,8.6,4.35,0.03,0.042,0.08,2.5620000000000003,31,31,31,7.3,Very Poor
55,BUSO-BUSO,2013-06-01,8.6,5.2,0.02,0.048,0.07,2.568,31,31,31,7.51,Very Poor
56,BAÑAGA,2013-06-01,8.6,4.31,0.03,0.042,0.08,2.564,31.25,31.25,31.25,7.33,Very Poor
57,BILIBINWANG,2013-06-01,8.6,5.76,0.05,0.068,0.08,2.408,31,31,31,7.64,Very Poor
58,SUBIC-ILAYA,2013-06-01,8.6,5.38,0.04,0.048,0.08,2.532,31,31,31,7.56,Very Poor
59,SAN NICOLAS,2013-06-01,8.6,6.09,0.08,0.068,0.04,2.3600000000000003,31,31,31,7.72,Very Poor
60,TANAUAN,2013-06-01,8.6,5.64,0.04,0.034,0.04,2.532,31.5,31.5,31.5,7.69,Very Poor
61,AYA,2013-07-01,8.4,4.8,0.042,0.11,0.132,2.596,29.8,29.8,29.8,7.22,Very Poor
62,TUMAWAY,2013-07-01,8.5,5.9,0.036,0.1,0.102,2.546,29.8,29.8,29.8,7.5,Very Poor
63,SAMPALOC,2013-07-01,8.5,4.2,0.058,0.022,0.142,2.056,30,30,30,7.06,Very Poor
64,BERINAYAN,2013-07-01,8.4,3.6,0.026,0.026,0.178,2.596,30.6,30.6,30.6,7.04,Very Poor
65,BALAKILONG,2013-07-01,8.5,5.6,0.022,0.068,0.09,2.378,30.8,30.8,30.8,7.56,Very Poor
66,BUSO-BUSO,2013-07-01,8.6,6.8,0.0699999999999999,0.05,0.076,2.352,30.7,30.7,30.7,7.85,Very Poor
67,BAÑAGA,2013-07-01,8.5,3.9,0.014,0.026,0.178,2.688,30.8,30.8,30.8,7.17,Very Poor
68,BILIBINWANG,2013-07-01,8.5,6.5,0.028,0.058,0.09,2.364,30.8,30.8,30.8,7.78,Very Poor
69,SUBIC-ILAYA,2013-07-01,8.5,6.7,0.008,0.094,0.09,2.4200000000000004,31,31,31,7.87,Very Poor
70,SAN NICOLAS,2013-07-01,8.5,6.8,0.006,0.102,0.13,2.286,31.3,31.3,31.3,7.93,Very Poor
71,MATAAS NA KAHOY,2013-07-01,8.5,6.6,0.008,0.096,0.09,2.426,30.8,30.8,30.8,7.81,Very Poor
72,TANAUAN,2013-07-01,8.5,6.2,0.012,0.078,0.098,2.428,31.3,31.3,31.3,7.79,Very Poor
73,AYA,2013-08-01,8.8,7.1,0.19,0.0419999999999999,0.03,2.45,29.8,29.8,29.8,7.84,Very Poor
74,TUMAWAY,2013-08-01,8.6,6.2,0.13,0.078,0.08,2.382,30,30,30,7.61,Very Poor
75,SAMPALOC,2013-08-01,8.3,6.1,0.07,0.078,0.1,2.362,30,30,30,7.54,Very Poor
76,BERINAYAN,2013-08-01,8.4,4,0.07,0.028,0.11,2.494,30,30,30,7.04,Very Poor
77,BALAKILONG,2013-08-01,8.4,7.6,0.14,0.048,0.06,2.488,29.1,29.1,29.1,7.8,Very Poor
78,BUSO-BUSO,2013-08-01,8.4,5.6,0.24,0.078,0.57,2.414,29.1,29.1,29.1,7.38,Very Poor
79,BAÑAGA,2013-08-01,8.5,6.4,0.16,0.078,0.1,2.378,30,30,30,7.65,Very Poor
80,BILIBINWANG,2013-08-01,8.4,7.9,0.14,0.05,0.11,2.364,30,30,30,8.01,Very Poor
81,SUBIC-ILAYA,2013-08-01,8.6,6,0.12,0.078,0.18,2.414,29,29,29,7.43,Very Poor
82,SAN NICOLAS,2013-08-01,8.6,6.8,0.1,0.05,0.09,2.426,29,29,29,7.61,Very Poor
83,MATAAS NA KAHOY,2013-08-01,8.6,6.4,0.17,0.078,0.48,2.392,30,30,30,7.73,Very Poor
84,TANAUAN,2013-08-01,8.6,6.5,0.11,0.078,0.02,2.404,30,30,30,7.68,Very Poor
85,AYA,2013-09-01,8.4,5.2,0.01,0.032,0.15,2.568,30,30,30,7.34,Very Poor
86,TUMAWAY,2013-09-01,8.4,4.5,0.01,0.026,0.13,2.66,30.2,30.2,30.2,7.2,Very Poor
87,SAMPALOC,2013-09-01,8.2,2,0.01,0.098,0.28,2.37,30,30,30,6.52,Very Poor
88,BERINAYAN,2013-09-01,8.2,3.7,0.01,0.062,0.26,2.516,30.6,30.6,30.6,7.04,Very Poor
89,BALAKILONG,2013-09-01,8.2,2.9,0.02,0.062,0.17,2.364,30.7,30.7,30.7,6.83,Very Poor
90,BUSO-BUSO,2013-09-01,8.3,4.1,0.02,0.028,0.22,2.5460000000000003,31.2,31.2,31.2,7.24,Very Poor
91,BAÑAGA,2013-09-01,8.3,5.7,0.01,0.04,0.11,2.43,30.9,30.9,30.9,7.57,Very Poor
92,BILIBINWANG,2013-09-01,8.4,7.8,0.01,0.064,0.2,2.408,31.5,31.5,31.5,8.21,Very Poor
93,SUBIC-ILAYA,2013-09-01,8.6,5.3,0.01,0.048,0.14,2.43,32.2,32.2,32.2,7.71,Very Poor
94,SAN NICOLAS,2013-09-01,8.2,6.7,0.01,0.052,0.12,2.426,31.6,31.6,31.6,7.91,Very Poor
95,MATAAS NA KAHOY,2013-09-01,8.4,6.1,0,0.044,0.13,2.404,30.8,30.8,30.8,7.67,Very Poor
96,TANAUAN,2013-09-01,8.6,6.4,0,0.044,0.09,2.4080000000000004,30.9,30.9,30.9,7.78,Very Poor
97,AYA,2013-10-01,8.6,7,0.038,0.0499999999999999,0.0699999999999999,2.554,28.8,28.8,28.8,7.63,Very Poor
98,TUMAWAY,2013-10-01,8.5,7.9,0.03,0.006,0.022,2.536,28.8,28.8,28.8,7.83,Very Poor
99,SAMPALOC,2013-10-01,8.3,8.5,0.002,0.016,0.014,2.52,29.3,29.3,29.3,8.02,Very Poor
100,BERINAYAN,2013-10-01,8.3,8.4,0.028,0.012,0.028,2.426,30.1,30.1,30.1,8.11,Very Poor
101,BALAKILONG,2013-10-01,8.4,8.6,0.028,0.012,0.028,2.426,30.2,30.2,30.2,8.19,Very Poor
102,BUSO-BUSO,2013-10-01,8.4,8.8,0.028,0.02,0.03,2.404,29.9,29.9,29.9,8.19,Very Poor
103,BAÑAGA,2013-10-01,8.2,8.7,0.028,0.02,0.028,2.39,30.1,30.1,30.1,8.17,Very Poor
104,BILIBINWANG,2013-10-01,8.3,8.8,0.034,0.012,0.022,2.43,30.4,30.4,30.4,8.26,Very Poor
105,SUBIC-ILAYA,2013-10-01,8.4,9.6,0.028,0.018,0.03,2.362,30.2,30.2,30.2,8.44,Very Poor
106,SAN NICOLAS,2013-10-01,8.3,8.9,0.028,0.02,0.03,2.404,30,30,30,8.22,Very Poor
107,MATAAS NA KAHOY,2013-10-01,8.3,8.4,0.028,0.02,0.03,2.396,29.9,29.9,29.9,8.08,Very Poor
108,TANAUAN,2013-10-01,8.3,8.9,0.002,0.016,0.014,2.362,29.4,29.4,29.4,8.12,Very Poor
109,AYA,2013-11-01,8.1,4.1,0.096,0.102,0.236,2.426,26,26,26,6.44,Very Poor
110,TUMAWAY,2013-11-01,8.1,4.2,0.0839999999999999,0.102,0.156,2.426,26,26,26,6.45,Very Poor
111,SAMPALOC,2013-11-01,8.3,3.1,0.174,0.204,0.146,2.512,26,26,26,6.23,Very Poor
112,BERINAYAN,2013-11-01,8.2,4.2,0.0839999999999999,0.102,0.156,2.426,26,26,26,6.46,Very Poor
113,BUSO-BUSO,2013-11-01,8.3,5.3,0.1399999999999999,0.1579999999999999,0.2,2.524,26,26,26,6.78,Very Poor
114,BAÑAGA,2013-11-01,8.2,4.4,0.084,0.054,0.156,2.388,26,26,26,6.51,Very Poor
115,BILIBINWANG,2013-11-01,8.3,5,0.106,0.1679999999999999,0.22,2.4560000000000004,26,26,26,6.7,Very Poor
116,SUBIC-ILAYA,2013-11-01,8.3,5.8,0.1339999999999999,0.144,0.148,2.496,26,26,26,6.89,Very Poor
117,MATAAS NA KAHOY,2013-11-01,8.3,8.2,0.11,0.104,0.24,2.452,25,25,25,7.35,Very Poor
118,TANAUAN,2013-11-01,8.3,5,0.106,0.1679999999999999,0.22,2.4560000000000004,26,26,26,6.7,Very Poor
119,AYA,2013-12-01,8.4,5.4,0.068,0.1319999999999999,0.398,2.432,27.2,27.2,27.2,7.01,Very Poor
120,TUMAWAY,2013-12-01,8.2,6.5,0.036,0.206,0.4859999999999999,2.498,27.1,27.1,27.1,7.27,Very Poor
121,SAMPALOC,2013-12-01,8.2,6.8,0.062,0.174,0.296,2.524,27.6,27.6,27.6,7.39,Very Poor
122,BERINAYAN,2013-12-01,8.2,6.6,0.046,0.174,0.312,2.426,27.8,27.8,27.8,7.36,Very Poor
123,BALAKILONG,2013-12-01,8.2,7.8,0.032,0.108,0.312,2.524,27.8,27.8,27.8,7.66,Very Poor
124,BUSO-BUSO,2013-12-01,8.1,7.1,0.04,0.11,0.37,2.39,27.7,27.7,27.7,7.45,Very Poor
125,BAÑAGA,2013-12-01,8.1,6.3,0.076,0.13,0.326,2.4160000000000004,27.6,27.6,27.6,7.24,Very Poor
126,BILIBINWANG,2013-12-01,8,7.6,0.04,0.118,0.332,2.3920000000000003,27.7,27.7,27.7,7.56,Very Poor
127,SUBIC-ILAYA,2013-12-01,8.1,7.5,0.062,0.118,0.234,2.534,27.8,27.8,27.8,7.57,Very Poor
128,SAN NICOLAS,2013-12-01,8.2,8.4,0.0579999999999999,0.08,0.294,2.448,28.2,28.2,28.2,7.86,Very Poor
129,MATAAS NA KAHOY,2013-12-01,8.2,7.4,0.066,0.118,0.3,2.48,27.6,27.6,27.6,7.53,Very Poor
130,TANAUAN,2013-12-01,8.3,6.9,0.056,0.118,0.2139999999999999,2.462,27.9,27.9,27.9,7.45,Very Poor
131,AYA,2014-01-01,8.4,5.4,0.11,0.2679999999999999,0.378,2.734,25.4,24.9,25.1,6.75,Very Poor
132,TUMAWAY,2014-01-01,8.2,6.5,0.09,0.2799999999999999,0.302,2.538,25.1,25,25.3,6.96,Very Poor
133,SAMPALOC,2014-01-01,8.2,6.8,0.058,0.258,0.284,2.71,25.5,25.5,25.5,7.1,Very Poor
134,BERINAYAN,2014-01-01,8.2,6.6,0.058,0.258,0.284,2.588,25.5,25,25.5,7.01,Very Poor
135,BALAKILONG,2014-01-01,8.2,7.8,0.068,0.228,0.262,2.662,25.5,25.5,25.5,7.34,Very Poor
136,BUSO-BUSO,2014-01-01,8.1,7.1,0.05,0.274,0.434,2.554,25.5,25.5,25.5,7.17,Very Poor
137,BAÑAGA,2014-01-01,8.1,6.3,0.106,0.2779999999999999,0.286,2.538,25.5,25,25.5,6.93,Very Poor
138,BILIBINWANG,2014-01-01,8,7.6,0.054,0.2719999999999999,0.2139999999999999,2.378,25.5,25.5,25,7.2,Very Poor
139,MATAAS NA KAHOY,2014-01-01,8.2,7.4,0.018,0.054,0.132,2.454,29.42,27.12,26.52,7.51,Very Poor
140,TANAUAN,2014-01-01,8.3,6.9,0.0419999999999999,0.09,0.256,2.428,29.48,28.8,28.08,7.58,Very Poor
141,AYA,2014-02-01,8.2,8.9,0.02,0.044,0.27,2.48,28,26,26,7.75,Very Poor
142,TUMAWAY,2014-02-01,8.1,12.3,0.01,0.0339999999999999,0.23,2.3600000000000003,27,26,26,8.51,Very Poor
143,SAMPALOC,2014-02-01,8.1,10.9,0.01,0.044,0.24,2.4799999999999995,27,26,26,8.18,Very Poor
144,BERINAYAN,2014-02-01,8.1,9,0.01,0.1159999999999999,0.33,2.628,27.5,25.5,25.5,7.71,Very Poor
145,BALAKILONG,2014-02-01,8.1,11.6,0.02,0.0199999999999999,0.25,2.408,27,26,26,8.35,Very Poor
146,MATAAS NA KAHOY,2014-02-01,8.2,10.1,0.01,0.074,0.24,2.462,26.5,25,25,7.87,Very Poor
147,TANAUAN,2014-02-01,8.2,9.8,0,0.074,0.21,2.462,26.5,25.5,25.5,7.84,Very Poor
148,BUSO-BUSO,2014-02-01,8.3,12.9,0.01,0.0199999999999999,0.31,2.408,26,25.5,25.5,8.61,Very Poor
149,BAÑAGA,2014-02-01,8.3,12.8,0.02,0.0339999999999999,0.3,2.3600000000000003,28,26,25.5,8.71,Very Poor
150,BILIBINWANG,2014-02-01,8.3,10.7,0,0.044,0.27,2.4799999999999995,27,25.5,25.5,8.11,Very Poor
151,SUBIC-ILAYA,2014-02-01,8.3,7.3,0.01,0.2219999999999999,0.22,2.658,27,26,25.5,7.32,Very Poor
152,SAN NICOLAS,2014-02-01,8.3,8.1,0.01,0.206,0.26,2.45,27,25.5,25,7.45,Very Poor
153,AYA,2014-03-01,8.2,8.5,0.02,0.08,0.17,2.182,27,26,26,7.56,Very Poor
154,TUMAWAY,2014-03-01,8.2,7.8,0.02,0.076,0.13,1.88,27,26,26,7.35,Very Poor
155,SAMPALOC,2014-03-01,8.4,7.4,0.01,0.088,0.19,2.1700000000000004,27,26,26,7.32,Very Poor
156,MATAAS NA KAHOY,2014-03-01,8.5,8.1,0.02,0.088,1.03,2.496,27,26,26,7.66,Very Poor
157,TANAUAN,2014-03-01,8.6,6.2,0.01,0.082,0.29,2.346,26,25.5,25.5,6.98,Very Poor
158,BERINAYAN,2014-03-01,8.3,8,0.01,0.076,0.26,2.01,27,26.5,26,7.47,Very Poor
159,BALAKILONG,2014-03-01,8.4,8.3,0.01,0.104,0.21,2.504,27,26,26.8,7.62,Very Poor
160,BUSO-BUSO,2014-03-01,8.2,8.9,0.01,0.0539999999999999,0.33,2.334,28,26,26,7.74,Very Poor
161,BAÑAGA,2014-03-01,8.1,8.4,0.01,0.062,0.26,2.3400000000000003,27,26,25.5,7.52,Very Poor
162,BILIBINWANG,2014-03-01,8.1,9,0.01,0.044,0.32,2.3340000000000005,27,26,26,7.7,Very Poor
163,SUBIC-ILAYA,2014-03-01,8.5,8.4,0.06,0.044,0.18,2.502,27,26,25.5,7.59,Very Poor
164,SAN NICOLAS,2014-03-01,8.3,7.4,0,0.064,0.34,2.374,26.5,26,26,7.31,Very Poor
165,AYA,2014-04-01,8.1,6.6,0.01,0.112,0.15,2.044,28,26,25.5,7.08,Very Poor
166,TUMAWAY,2014-04-01,8.1,6.8,0.0339999999999999,0.1119999999999999,0.17,2.026,28,26,25.5,7.13,Very Poor
167,SAMPALOC,2014-04-01,8,6.5,0.01,0.078,0.25,2.34,29,28,27,7.31,Very Poor
168,BERINAYAN,2014-04-01,8.25,6.4,0,0.1239999999999999,0.15,2.418,29,28,27,7.31,Very Poor
169,BALAKILONG,2014-04-01,8.2,6.4,0.01,0.104,0.19,2.128,29.5,27,26,7.21,Very Poor
170,BUSO-BUSO,2014-04-01,8,6.2,0.02,0.1359999999999999,0.21,2.076,30,26,26,7.1,Very Poor
171,BAÑAGA,2014-04-01,8,5.8,0.02,0.128,0.22,2.2960000000000003,30,28,26,7.13,Very Poor
172,BILIBINWANG,2014-04-01,8,6.3,0.01,0.098,0.15,2.45,30,28,27,7.3,Very Poor
173,SUBIC-ILAYA,2014-04-01,8,6.5,0.02,0.122,0.25,2.344,31,27,26,7.31,Very Poor
174,SAN NICOLAS,2014-04-01,8,6.9,0,0.076,0.15,2.202,32,27,26,7.43,Very Poor
175,MATAAS NA KAHOY,2014-04-01,8,6.5,0.01,0.1279999999999999,0.15,2.076,30,25.5,26,7.14,Very Poor
176,TANAUAN,2014-04-01,8,6.5,0.01,0.11,0.13,1.93,30,26,25,7.1,Very Poor
177,AYA,2014-05-01,8.2,6.8,0,0.128,0.2,2.064,31,27,26,7.38,Very Poor
178,TUMAWAY,2014-05-01,7.9,6.9,0.01,0.104,0.17,2.18,32,27,27,7.46,Very Poor
179,SAMPALOC,2014-05-01,7.9,7.4,0.01,0.074,0.33,2.358,33,27,26.5,7.65,Very Poor
180,BERINAYAN,2014-05-01,8,7,0.02,0.074,0.22,2.048,32,26.5,26,7.42,Very Poor
181,BALAKILONG,2014-05-01,8.3,7.1,0.01,0.0699999999999999,0.18,2.462,32,29,27,7.7,Very Poor
182,BUSO-BUSO,2014-05-01,8.1,7.1,0.01,0.114,0.25,1.928,31,26.5,26,7.41,Very Poor
183,BAÑAGA,2014-05-01,8,6.9,0.08,0.108,0.23,2.252,31,27,27,7.45,Very Poor
184,BILIBINWANG,2014-05-01,7.9,7.2,0.01,0.098,0.29,2.126,30.5,26,26.5,7.4,Very Poor
185,SUBIC-ILAYA,2014-05-01,8.3,6.9,0.01,0.134,0.17,1.7720000000000002,31,25,26,7.29,Very Poor
186,SAN NICOLAS,2014-05-01,8.2,7.1,0,0.074,0.25,1.8,31,25,26,7.33,Very Poor
187,MATAAS NA KAHOY,2014-05-01,8.2,7.6,0.01,0.074,0.23,2.084,30,26,26,7.48,Very Poor
188,TANAUAN,2014-05-01,8,7.1,0.01,0.088,0.23,2.09,29,26,25.5,7.25,Very Poor
189,AYA,2014-06-01,9.25,8.1,0.07,0.056,0.28,2.498,31,26,26,7.87,Very Poor
190,TUMAWAY,2014-06-01,9.25,8.5,0.02,0.024,0.29,2.504,31,25.8,25.5,7.93,Very Poor
191,SAMPALOC,2014-06-01,8.75,8,0.01,0.03,0.38,2.338,31,26,25,7.71,Very Poor
192,BERINAYAN,2014-06-01,9,7.3,0.01,0.062,0.45,2.412,31,31,25.5,7.87,Very Poor
193,BALAKILONG,2014-06-01,9,7.5,0.01,0.262,0.29,2.46,31,30,27,7.94,Very Poor
194,BUSO-BUSO,2014-06-01,8.75,7.2,0,0.03,0.5,2.502,30.5,26.5,26,7.59,Very Poor
195,BAÑAGA,2014-06-01,8.75,4.3,0.01,0.136,0.37,2.56,30,28,26,6.91,Very Poor
196,BILIBINWANG,2014-06-01,8.75,4,0.03,0.06,0.44,2.582,31,29,27,7,Very Poor
197,SUBIC-ILAYA,2014-06-01,8.75,8.8,0,0.056,0.41,2.318,31,26,25,7.91,Very Poor
198,SAN NICOLAS,2014-06-01,8.75,8,0.01,0.0779999999999999,0.33,2.4319999999999995,30.5,26,25,7.69,Very Poor
199,MATAAS NA KAHOY,2014-06-01,9.25,8.3,0.01,0.078,0.33,2.498,30.5,26,25.5,7.87,Very Poor
200,TANAUAN,2014-06-01,8.75,11.2,0.01,0.046,0.37,2.4000000000000004,31,31,31,9.06,Very Poor
201,AYA,2014-07-01,8.75,6.8,0,0.146,0.28,2.616,31,25.75,25.5,7.44,Very Poor
202,TUMAWAY,2014-07-01,8.75,6.9,0,0.146,0.26,2.616,31,26.25,26,7.52,Very Poor
203,SAMPALOC,2014-07-01,8.75,7.4,0,0.1359999999999999,0.45,2.602,31.5,26.5,25.5,7.68,Very Poor
204,BERINAYAN,2014-07-01,8.75,7,0,0.1319999999999999,0.44,2.602,31,26,25.5,7.53,Very Poor
205,BALAKILONG,2014-07-01,8.75,7.1,0.09,0.076,0.21,2.4319999999999995,31,29.75,28,7.82,Very Poor
206,BUSO-BUSO,2014-07-01,8.75,7.1,0,0.1319999999999999,0.5,2.602,31.5,26,26,7.61,Very Poor
207,BAÑAGA,2014-07-01,8.75,6.9,0.01,0.118,0.44,2.528,31.5,29.75,28,7.83,Very Poor
208,BILIBINWANG,2014-07-01,8.75,7.2,0.01,0.262,0.32,2.512,31.5,30,27,7.86,Very Poor
209,SUBIC-ILAYA,2014-07-01,8.75,6.9,0,0.184,0.38,2.584,30,26,26,7.47,Very Poor
210,SAN NICOLAS,2014-07-01,8.75,7.1,0,0.108,0.32,2.5420000000000003,30,26,26,7.5,Very Poor
211,TANAUAN,2014-07-01,8.75,7.1,0.01,0.108,0.43,2.5420000000000003,30,26,25.5,7.49,Very Poor
212,AYA,2014-08-01,8.5,7,0.064,1.152,0.14,2.5460000000000003,30,28,27,7.67,Very Poor
213,TUMAWAY,2014-08-01,8.25,7.3,0.096,0.1,0.23,2.65,31,28,26,7.63,Very Poor
214,SAMPALOC,2014-08-01,8.5,7.7,0.01,0.13,0.3,2.49,33,28,27,7.91,Very Poor
215,BERINAYAN,2014-08-01,8.25,7.3,0.014,0.1619999999999999,0.28,2.554,33,30,27,7.88,Very Poor
216,BALAKILONG,2014-08-01,8,8.1,0.034,0.13,0.18,2.528,32,30,29,8.07,Very Poor
217,BUSO-BUSO,2014-08-01,7.8,6.3,0.102,0.102,0.27,2.528,32,29,28,7.51,Very Poor
218,BAÑAGA,2014-08-01,8.25,6.3,0.0699999999999999,0.102,0.17,2.528,32,29,28,7.56,Very Poor
219,BILIBINWANG,2014-08-01,7.8,6.4,0.086,0.118,0.2,2.528,32,29,28,7.52,Very Poor
220,SUBIC-ILAYA,2014-08-01,8.5,6.8,0.026,0.096,0.18,2.552,32,28,26.5,7.59,Very Poor
221,SAN NICOLAS,2014-08-01,8.2,7,0.0199999999999999,0.108,0.14,2.538,32,27,26,7.52,Very Poor
222,TANAUAN,2014-08-01,8.25,9.2,0.024,0.154,0.22,2.2980000000000005,30,27,26,7.97,Very Poor
223,AYA,2014-09-01,8.25,8.3,0.06,0.138,0.21,2.47,31,28.9,27,7.96,Very Poor
224,TUMAWAY,2014-09-01,8.17,8.9,0.038,0.108,0.26,2.47,31.4,27.8,27,8.06,Very Poor
225,SAMPALOC,2014-09-01,7.92,7.6,0.008,0.124,0.45,2.5,32,27.3,26.8,7.72,Very Poor
226,BERINAYAN,2014-09-01,8.08,4.3,0.064,0.094,0.35,2.516,31,27.75,28,6.94,Very Poor
